"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
37,"IVZ","Invesco Ltd","Financial","Asset Management","USA",6898.96,,15.33,-1.29%,4049876
38,"JKHY","Jack Henry & Associates, Inc.","Technology","Information Technology Services","USA",12102.13,32.02,166.01,-0.30%,405162
39,"JPM","JPMorgan Chase & Co.","Financial","Banks - Diversified","USA",570170.05,11.18,200.40,0.03%,9202432
40,"KEY","Keycorp","Financial","Banks - Regional","USA",13374.58,18.47,14.18,-0.56%,13254237
41,"KKR","KKR & Co. Inc","Financial","Asset Management","USA",96540.25,25.67,108.79,-0.74%,3832180
42,"L","Loews Corp.","Financial","Insurance - Property & Casualty","USA",16742.79,11.18,76.27,-0.17%,854789
43,"MA","Mastercard Incorporated","Financial","Credit Services","USA",415580.18,34.37,449.84,0.34%,2059672
44,"MCO","Moody's Corp.","Financial","Financial Data & Stock Exchanges","USA",82136.20,44.53,451.05,0.45%,713814
45,"MET","Metlife Inc","Financial","Insurance - Life","USA",48133.68,18.55,68.73,0.19%,3642289
46,"MKTX","MarketAxess Holdings Inc.","Financial","Capital Markets","USA",8691.61,33.01,229.33,-2.24%,356293
47,"MMC","Marsh & McLennan Cos., Inc.","Financial","Insurance Brokers","USA",107247.94,27.04,218.09,0.41%,1536617
48,"MS","Morgan Stanley","Financial","Capital Markets","USA",149021.09,15.16,92.11,-0.93%,7215074
49,"MSCI","MSCI Inc","Financial","Financial Data & Stock Exchanges","USA",41243.27,35.13,524.39,-0.33%,336481
50,"MTB","M & T Bank Corp","Financial","Banks - Regional","USA",26681.52,11.85,159.76,-0.34%,735990
51,"NDAQ","Nasdaq Inc","Financial","Financial Data & Stock Exchanges","USA",38392.63,38.38,66.80,0.92%,2834597
52,"NTRS","Northern Trust Corp.","Financial","Asset Management","USA",16724.02,11.36,82.94,-0.19%,1211744
53,"PFG","Principal Financial Group Inc","Financial","Asset Management","USA",16930.81,14.25,73.11,-0.35%,2150190
54,"PGR","Progressive Corp.","Financial","Insurance - Property & Casualty","USA",126434.44,18.47,215.88,0.85%,2082107
55,"PNC","PNC Financial Services Group Inc","Financial","Banks - Regional","USA",66283.12,13.97,166.75,-1.38%,1729117
56,"PRU","Prudential Financial Inc.","Financial","Insurance - Life","USA",38113.32,13.65,106.76,-0.27%,1802873
57,"PYPL","PayPal Holdings Inc","Financial","Credit Services","USA",64140.99,15.20,62.74,-0.02%,13450959
58,"RF","Regions Financial Corp.","Financial","Banks - Regional","USA",18765.36,11.51,20.49,-0.97%,5303596
59,"RJF","Raymond James Financial, Inc.","Financial","Capital Markets","USA",22237.00,12.11,107.28,-0.53%,1079384
60,"SCHW","Charles Schwab Corp.","Financial","Capital Markets","USA",110582.36,25.86,62.22,-0.92%,7330548
61,"SPGI","S&P Global Inc","Financial","Financial Data & Stock Exchanges","USA",149651.56,45.32,478.12,-0.28%,1305889
62,"STT","State Street Corp.","Financial","Asset Management","USA",22838.46,14.37,76.48,-0.84%,1955148
63,"SYF","Synchrony Financial","Financial","Credit Services","USA",17508.69,6.15,44.30,-0.02%,3885436
64,"TFC","Truist Financial Corporation","Financial","Banks - Regional","USA",54995.91,,41.10,-1.32%,6238870
65,"TROW","T. Rowe Price Group Inc.","Financial","Asset Management","USA",22889.96,12.15,102.83,-1.02%,1072792
66,"TRV","Travelers Companies Inc.","Financial","Insurance - Property & Casualty","USA",47721.70,13.24,209.37,0.52%,1334533
67,"USB","U.S. Bancorp.","Financial","Banks - Regional","USA",64587.44,13.13,41.39,-0.67%,6839957
68,"V","Visa Inc","Financial","Credit Services","USA",506860.41,27.87,256.52,-0.67%,12907802
69,"WFC","Wells Fargo & Co.","Financial","Banks - Diversified","USA",177983.14,10.73,52.29,-0.13%,18405187
70,"WRB","W.R. Berkley Corp.","Financial","Insurance - Property & Casualty","USA",21303.19,14.70,55.98,1.60%,2723715
71,"WTW","Willis Towers Watson Public Limited Co","Financial","Insurance Brokers","United Kingdom",27973.69,26.30,275.44,0.39%,410211
