"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
59,"LULU","Lululemon Athletica inc.","Consumer Cyclical","Apparel Retail","Canada",30218.75,19.37,241.75,3.56%,1762019
60,"MAR","Marriott International, Inc.","Consumer Cyclical","Lodging","USA",60752.02,21.58,215.80,0.48%,1369588
61,"MCHP","Microchip Technology, Inc.","Technology","Semiconductors","USA",41460.72,30.87,77.28,7.33%,8582069
62,"MDB","MongoDB Inc","Technology","Software - Infrastructure","USA",17199.11,,234.48,4.26%,1008197
63,"MDLZ","Mondelez International Inc.","Consumer Defensive","Confectioners","USA",93880.02,24.21,70.28,1.24%,6236869
64,"MELI","MercadoLibre Inc","Consumer Cyclical","Internet Retail","USA",94778.58,67.58,1869.40,0.52%,345181
65,"META","Meta Platforms Inc","Communication Services","Internet Content & Information","USA",1289272.18,26.02,509.63,4.24%,16114536
66,"MNST","Monster Beverage Corp.","Consumer Defensive","Beverages - Non-Alcoholic","USA",46883.06,28.02,45.01,-10.93%,27320212
67,"MRNA","Moderna Inc","Healthcare","Biotechnology","USA",32412.61,,84.32,3.40%,3536805
68,"MRVL","Marvell Technology Inc","Technology","Semiconductors","USA",52940.10,,61.16,8.92%,13039878
69,"MSFT","Microsoft Corporation","Technology","Software - Infrastructure","USA",2993210.90,34.12,402.69,1.07%,20184365
70,"MU","Micron Technology Inc.","Technology","Semiconductors","USA",102090.90,,92.07,6.07%,24725762
71,"NFLX","Netflix Inc.","Communication Services","Entertainment","USA",270527.30,39.39,630.35,3.09%,3279615
72,"NVDA","NVIDIA Corp","Technology","Semiconductors","USA",2582262.03,61.40,104.97,6.13%,390577277
73,"NXPI","NXP Semiconductors NV","Technology","Semiconductors","Netherlands",62469.99,22.91,245.24,6.96%,2776025
74,"ODFL","Old Dominion Freight Line, Inc.","Industrials","Trucking","USA",42002.80,33.60,196.00,1.48%,2529204
75,"ON","ON Semiconductor Corp.","Technology","Semiconductors","USA",30940.44,16.45,72.23,8.80%,9541682
76,"ORLY","O'Reilly Automotive, Inc.","Consumer Cyclical","Specialty Retail","USA",66009.80,28.21,1120.90,1.07%,281674
77,"PANW","Palo Alto Networks Inc","Technology","Software - Infrastructure","USA",102764.40,46.20,317.37,4.33%,2218061
78,"PAYX","Paychex Inc.","Industrials","Staffing & Employment Services","USA",44789.37,26.64,124.37,0.93%,2028041
79,"PCAR","Paccar Inc.","Industrials","Farm & Heavy Construction Machinery","USA",48899.24,9.88,93.28,1.79%,2338464
80,"PDD","PDD Holdings Inc ADR","Consumer Cyclical","Internet Retail","China",183372.00,18.23,138.02,3.66%,6864796
81,"PEP","PepsiCo Inc","Consumer Defensive","Beverages - Non-Alcoholic","USA",236762.25,25.00,172.37,0.34%,5112234
82,"PYPL","PayPal Holdings Inc","Financial","Credit Services","USA",65715.37,15.57,64.28,2.45%,9748815
83,"QCOM","Qualcomm, Inc.","Technology","Semiconductors","USA",183754.30,21.38,164.95,5.66%,9581882
84,"REGN","Regeneron Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",122713.43,29.48,1113.35,4.27%,631072
85,"ROP","Roper Technologies Inc","Technology","Software - Application","USA",56067.75,39.16,523.02,1.51%,347139
86,"ROST","Ross Stores, Inc.","Consumer Cyclical","Apparel Retail","USA",46439.62,23.46,139.22,2.12%,1892532
87,"SBUX","Starbucks Corp.","Consumer Cyclical","Restaurants","USA",85839.90,21.23,75.75,0.61%,8986480
88,"SMCI","Super Micro Computer Inc","Technology","Computer Hardware","USA",29862.09,25.62,509.94,3.50%,11803901
89,"SNPS","Synopsys, Inc.","Technology","Software - Infrastructure","USA",78912.90,56.03,515.03,5.11%,1110342
90,"TEAM","Atlassian Corporation","Technology","Software - Application","USA",36127.04,,138.79,1.00%,1526860
91,"TMUS","T-Mobile US Inc","Communication Services","Telecom Services","USA",225900.28,24.24,193.61,1.58%,5437151
92,"TSLA","Tesla Inc","Consumer Cyclical","Auto Manufacturers","USA",635222.21,55.84,198.84,3.69%,64834180
93,"TTD","Trade Desk Inc","Technology","Software - Application","USA",43175.50,219.20,88.27,3.96%,6268343
94,"TTWO","Take-Two Interactive Software, Inc.","Communication Services","Electronic Gaming & Multimedia","USA",24286.50,,138.78,2.29%,2619799
95,"TXN","Texas Instruments Inc.","Technology","Semiconductors","USA",176492.57,33.53,193.30,5.01%,6180253
96,"VRSK","Verisk Analytics Inc","Industrials","Consulting Services","USA",37684.33,42.97,264.60,1.65%,672346
97,"VRTX","Vertex Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",120264.27,,465.96,0.02%,1545000
98,"WBD","Warner Bros. Discovery Inc","Communication Services","Entertainment","USA",17201.18,,7.02,-8.95%,71211406
99,"WDAY","Workday Inc","Technology","Software - Application","USA",56227.70,38.31,212.18,0.94%,2014413
100,"XEL","Xcel Energy, Inc.","Utilities","Utilities - Regulated Electric","USA",32418.63,17.38,58.15,-0.36%,3025002
101,"ZS","Zscaler Inc","Technology","Software - Infrastructure","USA",25953.97,,171.71,3.32%,1304227
